元index,行番号,対象カラム,テキスト原文,正規化テキスト,検出通貨,為替適用,和単位セグメント,英単位セグメント,期待値_JPY,プロジェクトコスト_計画時_int_raw,プロジェクトコスト_計画時_int_num,比率_int/期待,判定,疑い理由,file,log10_int,robust_z_int,分布外れ値_flag(abs_z>3.5),プロジェクトコスト_実績_int_raw,プロジェクトコスト_実績_int_num
2500,2500,プロジェクトコスト_計画時,"3,477百万円","3,477百万円",JPY,1.0,"[{'num': 3477.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 3477000000.0}]",[],3477000000.0,3477000000,3477000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2021_1460890_4_f.pdf,9.541204690683259,1.0773170894931396,False,,
2501,2501,プロジェクトコスト_計画時,"1,831百万円","1,831百万円",JPY,1.0,"[{'num': 1831.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 1831000000.0}]",[],1831000000.0,1831000000,1831000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2019_1360770_4_f.pdf,9.262688344301697,0.6130835203612114,False,,
2502,2502,プロジェクトコスト_計画時,812百万円,812百万円,JPY,1.0,"[{'num': 812.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 812000000.0}]",[],812000000.0,812000000,812000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2016_0961940_4_f.pdf,8.909556029241175,0.024479378714967862,False,,
2503,2503,プロジェクトコスト_計画時,"1,319百万円","1,319百万円",JPY,1.0,"[{'num': 1319.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 1319000000.0}]",[],1319000000.0,1319000000,1319000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2012_0804600_4_f.pdf,9.120244795546366,0.3756573229490405,False,,
2504,2504,プロジェクトコスト_計画時,707百万円,707百万円,JPY,1.0,"[{'num': 707.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 707000000.0}]",[],707000000.0,707000000,707000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0508700_4_f.pdf,8.8494194137969,-0.075756876664326,False,,
2505,2505,プロジェクトコスト_計画時,902百万円,902百万円,JPY,1.0,"[{'num': 902.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 902000000.0}]",[],902000000.0,902000000,902000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0410900_4_f.pdf,8.955206537541942,0.10057005948283389,False,,
2506,2506,プロジェクトコスト_計画時,723百万円,723百万円,JPY,1.0,"[{'num': 723.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 723000000.0}]",[],723000000.0,723000000,723000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0410900_4_f.pdf,8.85913829729453,-0.059557353610475906,False,,
2507,2507,プロジェクトコスト_計画時,2748百万円,2748百万円,JPY,1.0,"[{'num': 2748.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 2748000000.0}]",[],2748000000.0,2748000000,2748000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2019_1460040_4_f.pdf,9.439016728387513,0.9069892682532239,False,,
2508,2508,プロジェクトコスト_計画時,506百万円,506百万円,JPY,1.0,"[{'num': 506.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 506000000.0}]",[],506000000.0,506000000,506000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2017_1061310_4_f.pdf,8.7041505168398,-0.31789239005305703,False,,
2509,2509,プロジェクトコスト_計画時,844百万円,844百万円,JPY,1.0,"[{'num': 844.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 844000000.0}]",[],844000000.0,844000000,844000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2014_0961790_4_f.pdf,8.926342446625656,0.052459131273762526,False,,
2510,2510,プロジェクトコスト_計画時,"2,282百万円","2,282百万円",JPY,1.0,"[{'num': 2282.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 2282000000.0}]",[],2282000000.0,2282000000,2282000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2017_0960180_4_f.pdf,9.358315640082196,0.7724759632227076,False,,
2511,2511,プロジェクトコスト_計画時,913百万円,913百万円,JPY,1.0,"[{'num': 913.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 913000000.0}]",[],913000000.0,913000000,913000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2011_0610000_4_f.pdf,8.960470777534299,0.10934454238902187,False,,
2512,2512,プロジェクトコスト_計画時,"1,476百万円","1,476百万円",JPY,1.0,"[{'num': 1476.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 1476000000.0}]",[],1476000000.0,1476000000,1476000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2011_0607600_4_f.pdf,9.169086357487023,0.4570668808305251,False,,
2513,2513,プロジェクトコスト_計画時,1545百万円,1545百万円,JPY,1.0,"[{'num': 1545.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 1545000000.0}]",[],1545000000.0,1545000000,1545000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2018_1360310_4_f.pdf,9.188928483760854,0.49013991664669815,False,,
2514,2514,プロジェクトコスト_計画時,696百万円,696百万円,JPY,1.0,"[{'num': 696.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 696000000.0}]",[],696000000.0,696000000,696000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2016_1160650_4_f.pdf,8.842609239610562,-0.08710813668912402,False,,
2515,2515,プロジェクトコスト_計画時,801百万円,801百万円,JPY,1.0,"[{'num': 801.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 801000000.0}]",[],801000000.0,801000000,801000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2014_1060280_4_f.pdf,8.903632516084238,0.014606013325931312,False,,
2516,2516,プロジェクトコスト_計画時,932百万円,932百万円,JPY,1.0,"[{'num': 932.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 932000000.0}]",[],932000000.0,932000000,932000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2011_0706900_4_f.pdf,8.96941591235398,0.12425437413734579,False,,
2517,2517,プロジェクトコスト_計画時,925百万円,925百万円,JPY,1.0,"[{'num': 925.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 925000000.0}]",[],925000000.0,925000000,925000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2011_0508200_4_f.pdf,8.966141732739032,0.11879694189549102,False,,
2518,2518,プロジェクトコスト_計画時,"3,336百万円","3,336百万円",JPY,1.0,"[{'num': 3336.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 3336000000.0}]",[],3336000000.0,3336000000,3336000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2021_1560040_4_f.pdf,9.523226041965701,1.047350114948362,False,,
2519,2519,プロジェクトコスト_計画時,"1,630百万円","1,630百万円",JPY,1.0,"[{'num': 1630.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 1630000000.0}]",[],1630000000.0,1630000000,1630000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2018_1260870_4_f.pdf,9.212187604403958,0.5289084296309438,False,,
2520,2520,プロジェクトコスト_計画時,"1,998百万円","1,998百万円",JPY,1.0,"[{'num': 1998.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 1998000000.0}]",[],1998000000.0,1998000000,1998000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2014_1060140_4_f.pdf,9.300595483889964,0.6762674840145863,False,,
2521,2521,プロジェクトコスト_計画時,590百万円,590百万円,JPY,1.0,"[{'num': 590.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 590000000.0}]",[],590000000.0,590000000,590000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2017_0962080_4_f.pdf,8.770852011642145,-0.20671373429076328,False,,
2522,2522,プロジェクトコスト_計画時,"1,676百万円","1,676百万円",JPY,1.0,"[{'num': 1676.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 1676000000.0}]",[],1676000000.0,1676000000,1676000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2013_0802000_4_f.pdf,9.224274014294258,0.5490541671226971,False,,
2523,2523,プロジェクトコスト_計画時,"1,137百万円","1,137百万円",JPY,1.0,"[{'num': 1137.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 1137000000.0}]",[],1137000000.0,1137000000,1137000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0408700_4_f.pdf,9.055760464687735,0.268174256132649,False,,
2524,2524,プロジェクトコスト_計画時,"1,502百万円","1,502百万円",JPY,1.0,"[{'num': 1502.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 1502000000.0}]",[],1502000000.0,1502000000,1502000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2017_1260030_4_f.pdf,9.17666993266815,0.4697072526394079,False,,
2525,2525,プロジェクトコスト_計画時,"1,707百万円","1,707百万円",JPY,1.0,"[{'num': 1707.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 1707000000.0}]",[],1707000000.0,1707000000,1707000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2013_0802100_4_f.pdf,9.232233521114734,0.562321145193484,False,,
2526,2526,プロジェクトコスト_計画時,573百万円,573百万円,JPY,1.0,"[{'num': 573.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 573000000.0}]",[],573000000.0,573000000,573000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2011_0702600_4_f.pdf,8.75815462196739,-0.22787785842189964,False,,
2527,2527,プロジェクトコスト_計画時,707百万円,707百万円,JPY,1.0,"[{'num': 707.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 707000000.0}]",[],707000000.0,707000000,707000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2011_0702600_4_f.pdf,8.8494194137969,-0.075756876664326,False,,
2528,2528,プロジェクトコスト_計画時,"1,442百万円","1,442百万円",JPY,1.0,"[{'num': 1442.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 1442000000.0}]",[],1442000000.0,1442000000,1442000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2022_1660820_4_f.pdf,9.158965260383411,0.4401969444947104,False,,
2529,2529,プロジェクトコスト_計画時,"3,178百万円","3,178百万円",JPY,1.0,"[{'num': 3178.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 3178000000.0}]",[],3178000000.0,3178000000,3178000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2021_1460530_4_f.pdf,9.50215389287136,1.0122268659526128,False,,
2530,2530,プロジェクトコスト_計画時,"1,047百万円","1,047百万円",JPY,1.0,"[{'num': 1047.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 1047000000.0}]",[],1047000000.0,1047000000,1047000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2018_1360430_4_f.pdf,9.019946681678842,0.20847951818876775,False,,
2531,2531,プロジェクトコスト_計画時,864百万円,864百万円,JPY,1.0,"[{'num': 864.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 864000000.0}]",[],864000000.0,864000000,864000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2017_1260490_4_f.pdf,8.936513742478894,0.06941273934018764,False,,
2532,2532,プロジェクトコスト_計画時,3204百万円,3204百万円,JPY,1.0,"[{'num': 3204.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 3204000000.0}]",[],3204000000.0,3204000000,3204000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2014_0960190_4_f.pdf,9.5056925074122,1.0181250607243661,False,,
2533,2533,プロジェクトコスト_計画時,503百万円,503百万円,JPY,1.0,"[{'num': 503.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 503000000.0}]",[],503000000.0,503000000,503000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2012_0806300_4_f.pdf,8.701567985055927,-0.3221969774246767,False,,
2534,2534,プロジェクトコスト_計画時,620百万円,620百万円,JPY,1.0,"[{'num': 620.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 620000000.0}]",[],620000000.0,620000000,620000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2014_0868260_4_f.pdf,8.792391689498254,-0.1708112041197164,False,,
2535,2535,プロジェクトコスト_計画時,371百万円,371百万円,JPY,1.0,"[{'num': 371.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 371000000.0}]",[],371000000.0,371000000,371000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2015_0411000_4_f.pdf,8.569373909615045,-0.5425392598698945,False,,
2536,2536,プロジェクトコスト_計画時,861百万円,861百万円,JPY,1.0,"[{'num': 861.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 861000000.0}]",[],861000000.0,861000000,861000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2015_0411000_4_f.pdf,8.935003151453655,0.0668948725353981,False,,
2537,2537,プロジェクトコスト_計画時,"1,330百万円","1,330百万円",JPY,1.0,"[{'num': 1330.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 1330000000.0}]",[],1330000000.0,1330000000,1330000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2023_1860090_4_f.pdf,9.123851640967086,0.3816692455694597,False,,
2538,2538,プロジェクトコスト_計画時,"1,870百万円","1,870百万円",JPY,1.0,"[{'num': 1870.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 1870000000.0}]",[],1870000000.0,1870000000,1870000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2021_1560290_4_f.pdf,9.2718416065365,0.6283402607704129,False,,
2539,2539,プロジェクトコスト_計画時,"1,775百万円","1,775百万円",JPY,1.0,"[{'num': 1775.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 1775000000.0}]",[],1775000000.0,1775000000,1775000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2017_1260190_4_f.pdf,9.249198357391112,0.5905982879775278,False,,
2540,2540,プロジェクトコスト_計画時,480百万円,480百万円,JPY,1.0,"[{'num': 480.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 480000000.0}]",[],480000000.0,480000000,480000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2014_0961340_4_f.pdf,8.681241237375588,-0.3560777845912357,False,,
2541,2541,プロジェクトコスト_計画時,"1,405百万円","1,405百万円",JPY,1.0,"[{'num': 1405.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 1405000000.0}]",[],1405000000.0,1405000000,1405000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2011_0701800_4_f.pdf,9.147676324241099,0.4213804434701403,False,,
2542,2542,プロジェクトコスト_計画時,581百万円,581百万円,JPY,1.0,"[{'num': 581.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 581000000.0}]",[],581000000.0,581000000,581000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0513300_4_f.pdf,8.76417613239033,-0.2178411503021654,False,,
2543,2543,プロジェクトコスト_計画時,771百万円,771百万円,JPY,1.0,"[{'num': 771.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 771000000.0}]",[],771000000.0,771000000,771000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0408800_4_f.pdf,8.887054378050957,-0.013026577323554623,False,,
2544,2544,プロジェクトコスト_計画時,865百万円,865百万円,JPY,1.0,"[{'num': 865.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 865000000.0}]",[],865000000.0,865000000,865000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2021_1560300_4_f.pdf,8.937016107464814,0.07025008584946908,False,,
2545,2545,プロジェクトコスト_計画時,300百万円,300百万円,JPY,1.0,"[{'num': 300.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 300000000.0}]",[],300000000.0,300000000,300000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2021_1161610_4_f.pdf,8.477121254719663,-0.6963068207343751,False,,
2546,2546,プロジェクトコスト_計画時,"2,201百万円","2,201百万円",JPY,1.0,"[{'num': 2201.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 2201000000.0}]",[],2201000000.0,2201000000,2201000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2014_0961040_4_f.pdf,9.342620042553348,0.7463143990806393,False,,
2547,2547,プロジェクトコスト_計画時,857百万円,857百万円,JPY,1.0,"[{'num': 857.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 857000000.0}]",[],857000000.0,857000000,857000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2014_0961040_4_f.pdf,8.932980821923199,0.06352403535445032,False,,
2548,2548,プロジェクトコスト_計画時,"1,288百万円","1,288百万円",JPY,1.0,"[{'num': 1288.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 1288000000.0}]",[],1288000000.0,1288000000,1288000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2016_1260050_4_f.pdf,9.109915863023794,0.3584409646541936,False,,
2549,2549,プロジェクトコスト_計画時,530百万円,530百万円,JPY,1.0,"[{'num': 530.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 530000000.0}]",[],530000000.0,530000000,530000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2015_0961350_4_f.pdf,8.724275869600788,-0.28434726976243924,False,,
2550,2550,プロジェクトコスト_計画時,825百万円,825百万円,JPY,1.0,"[{'num': 825.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 825000000.0}]",[],825000000.0,825000000,825000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2013_0868530_4_f.pdf,8.916453948549925,0.03597689310465553,False,,
2551,2551,プロジェクトコスト_計画時,"1,202百万円","1,202百万円",JPY,1.0,"[{'num': 1202.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 1202000000.0}]",[],1202000000.0,1202000000,1202000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2023_1560920_4_f.pdf,9.07990446766672,0.3084176990101851,False,,
2552,2552,プロジェクトコスト_計画時,"1,100百万円","1,100百万円",JPY,1.0,"[{'num': 1100.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 1100000000.0}]",[],1100000000.0,1100000000,1100000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2018_1360320_4_f.pdf,9.041392685158225,0.244225911060123,False,,
2553,2553,プロジェクトコスト_計画時,530百万円,530百万円,JPY,1.0,"[{'num': 530.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 530000000.0}]",[],530000000.0,530000000,530000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2015_0961360_4_f.pdf,8.724275869600788,-0.28434726976243924,False,,
2554,2554,プロジェクトコスト_計画時,"2,913百万円","2,913百万円",JPY,1.0,"[{'num': 2913.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 2913000000.0}]",[],2913000000.0,2913000000,2913000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2014_0802300_4_f.pdf,9.464340484627668,0.9491991345534536,False,,
2555,2555,プロジェクトコスト_計画時,725百万円,725百万円,JPY,1.0,"[{'num': 725.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 725000000.0}]",[],725000000.0,725000000,725000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2011_0610100_4_f.pdf,8.860338006570993,-0.05755766732071635,False,,
2556,2556,プロジェクトコスト_計画時,584百万円,584百万円,JPY,1.0,"[{'num': 584.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 584000000.0}]",[],584000000.0,584000000,584000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2021_1460780_4_f.pdf,8.766412847112399,-0.2141129739417981,False,,
2557,2557,プロジェクトコスト_計画時,"1,340百万円","1,340百万円",JPY,1.0,"[{'num': 1340.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 1340000000.0}]",[],1340000000.0,1340000000,1340000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2014_0960500_4_f.pdf,9.127104798364808,0.38709163778920974,False,,
2558,2558,プロジェクトコスト_計画時,"1,285百万円","1,285百万円",JPY,1.0,"[{'num': 1285.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 1285000000.0}]",[],1285000000.0,1285000000,1285000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2020_1460930_4_f.pdf,9.108903127667313,0.3567529281879924,False,,
2559,2559,プロジェクトコスト_計画時,13.03億円,13.03億円,JPY,1.0,"[{'num': 13.03, 'unit': '億', 'factor': 100000000.0, 'value': 1303000000.0}]",[],1303000000.0,1303000000,1303000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2015_0961460_4_f.pdf,9.114944415712584,0.36682260182778653,False,,
2560,2560,プロジェクトコスト_計画時,681百万円,681百万円,JPY,1.0,"[{'num': 681.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 681000000.0}]",[],681000000.0,681000000,681000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2011_0606900_4_f.pdf,8.833147111912785,-0.10287969684991695,False,,
2561,2561,プロジェクトコスト_計画時,372百万円,372百万円,JPY,1.0,"[{'num': 372.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 372000000.0}]",[],372000000.0,372000000,372000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2011_0606900_4_f.pdf,8.570542939881898,-0.5405907096312634,False,,
2562,2562,プロジェクトコスト_計画時,"2,058百万円","2,058百万円",JPY,1.0,"[{'num': 2058.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 2058000000.0}]",[],2058000000.0,2058000000,2058000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2011_0601200_4_f.pdf,9.313445370426415,0.6976857912962148,False,,
2563,2563,プロジェクトコスト_計画時,520百万円,520百万円,JPY,1.0,"[{'num': 520.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 520000000.0}]",[],520000000.0,520000000,520000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2012_0507300_4_f.pdf,8.7160033436348,-0.29813599098049764,False,,
2564,2564,プロジェクトコスト_計画時,270百万円,270百万円,JPY,1.0,"[{'num': 270.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 270000000.0}]",[],270000000.0,270000000,270000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2012_0507300_4_f.pdf,8.431363764158988,-0.7725758205021707,False,,
2565,2565,プロジェクトコスト_計画時,405百万円,405百万円,JPY,1.0,"[{'num': 405.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 405000000.0}]",[],405000000.0,405000000,405000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2024_1161630_4_f.pdf,8.60745502321467,-0.4790653147584192,False,,
2566,2566,プロジェクトコスト_計画時,"1,300百万円","1,300百万円",JPY,1.0,"[{'num': 1300.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 1300000000.0}]",[],1300000000.0,1300000000,1300000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2013_0701300_4_f.pdf,9.113943352306837,0.3651540202748008,False,,
2567,2567,プロジェクトコスト_計画時,630百万円,630百万円,JPY,1.0,"[{'num': 630.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 630000000.0}]",[],630000000.0,630000000,630000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2011_0510400_4_f.pdf,8.799340549453582,-0.15922878139885985,False,,
2568,2568,プロジェクトコスト_計画時,"1,346百万円","1,346百万円",JPY,1.0,"[{'num': 1346.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 1346000000.0}]",[],1346000000.0,1346000000,1346000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2013_0868170_4_f.pdf,9.129045059887957,0.3903256832721521,False,,
2569,2569,プロジェクトコスト_計画時,"1,346百万円","1,346百万円",JPY,1.0,"[{'num': 1346.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 1346000000.0}]",[],1346000000.0,1346000000,1346000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2013_0607000_4_f.pdf,9.129045059887957,0.3903256832721521,False,,
2570,2570,プロジェクトコスト_計画時,"1,003百万円","1,003百万円",JPY,1.0,"[{'num': 1003.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 1003000000.0}]",[],1003000000.0,1003000000,1003000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2015_0961070_4_f.pdf,9.001300933020419,0.1774006154195267,False,,
2571,2571,プロジェクトコスト_計画時,548百万円,548百万円,JPY,1.0,"[{'num': 548.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 548000000.0}]",[],548000000.0,548000000,548000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2016_0961970_4_f.pdf,8.738780558484368,-0.26017072293833393,False,,
2572,2572,プロジェクトコスト_計画時,660百万円,660百万円,JPY,1.0,"[{'num': 660.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 660000000.0}]",[],660000000.0,660000000,660000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0607100_4_f.pdf,8.81954393554187,-0.12555359445142403,False,,
2573,2573,プロジェクトコスト_計画時,899百万円,899百万円,JPY,1.0,"[{'num': 899.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 899000000.0}]",[],899000000.0,899000000,899000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0609500_4_f.pdf,8.953759691733229,0.0981584437823953,False,,
2574,2574,プロジェクトコスト_計画時,"711,000千円","711,000千円",JPY,1.0,"[{'num': 711000.0, 'unit': '千円', 'factor': 1000.0, 'value': 711000000.0}]",[],711000000.0,711000000,711000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0410700_4_f.pdf,8.851869600729767,-0.07167288288922824,False,,
2575,2575,プロジェクトコスト_計画時,"1,048,000千円","1,048,000千円",JPY,1.0,"[{'num': 1048000.0, 'unit': '千円', 'factor': 1000.0, 'value': 1048000000.0}]",[],1048000000.0,1048000000,1048000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0410700_4_f.pdf,9.020361282647707,0.20917057883939857,False,,
2576,2576,プロジェクトコスト_計画時,537百万円,537百万円,JPY,1.0,"[{'num': 537.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 537000000.0}]",[],537000000.0,537000000,537000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2011_0412400_4_f.pdf,8.729974285699555,-0.2748490981890366,False,,
2577,2577,プロジェクトコスト_計画時,440百万円,440百万円,JPY,1.0,"[{'num': 440.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 440000000.0}]",[],440000000.0,440000000,440000000.0,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2011_0412400_4_f.pdf,8.643452676486188,-0.41906410019517554,False,,
